network,author_username,post_text
twitter,SGV_TweetUp,"RT @twitter: The @whitehouse is looking for Grand Challenges in science and technology, via Twitter. Fire up your imagination:..."
twitter,surferstevens,@whitehouse Energy and US independence is key another Manhattan Project/Cold Fusion and or neutralizing radioactive waste
twitter,ErnieEaster,"RT @teachtgs: The @whitehouse is looking for Grand Challenges in sci and tech, via Twitter. Fire up your imagination: http://bit.ly/9ouo1i"
twitter,clarkmoody,@whitehouse America must lead the world effort to develop fusion power.
twitter,Jean_ie,RT @ilovemytroops RT @twitter: .@whitehouse is looking for Challenges in Science & Technology. Fire up your imagination http://bit.ly/9ouo1i
twitter,NastyNR,@whitehouse: Instead of worrying about space where the avg person will never get to go why don't you worry more about the Americans here
twitter,hounavi_tweet,"RT @twitter: The @whitehouse is looking for Grand Challenges in science and technology, via Twitter. Fire up your imagination: http://..."
twitter,YoelyJakubo,@whitehouse Ppl got gr8 ideas they never share hoping 2 patent it an never do. Cre8 an 'open-patent' site where ppl will vote n market #whgc
twitter,YoelyJakubo,@whitehouse Ppl have gr8 ideas they never share hoping 2 patent it but never do. Cre8 an 'open-patent' site where ppl will vote n b secure.
twitter,testemeeja,"[Twitoasoter Bot]  The @whitehouse is looking for Grand Challenges in science and technology, via Twitter. Fire upâ€¦ http://goo.gl/fb/vDQwZ"
twitter,nmellendorf,"@whitehouse Car that gets 100 mpg, doesn't use a toxic acid-filled battery and doesn't ""plug in."" Condo/apt. people can't plug in. #whgc"
twitter,JimDeVico,@whitehouse #whgc develop usable fusion technology.
twitter,JimDeVico,@whitehouse #whgc build the world's largest particle accelerator here in the US.
twitter,JonMacN,"@whitehouse Land on Saturn's moon Enceladus. If life exists, leave it there. Not that it is a threat to us, but we may be a threat to it. :)"
twitter,sviatek,@whitehouse is very good congratulions...
twitter,CON_vert,"@whitehouse  I think a ""Grand Challenge"" we should address is:How do WE Destroy Progressivism,before it destroys US?(hey,you asked 4 ideas:)"
twitter,JonMacN,"@whitehouse Land on Saturn's moon Enceladus.  If life exists, leave it there.  Not that it is a threat to us, but we may be a threat to..."
twitter,CMarPA,@glh92 RT@twitter:The @whitehouse is looking 4Grand Challenges in science & technology. Fire up your imagination: http://bit.ly/9ouo1i
twitter,DisasterStories,Give @whitehouse Your Feedback! - Expert Labs http://retwt.me/1MOvj (via @ginatrapani)
twitter,sos_jr,RT @twitter: @whitehouse is looking for Grand Challenges in science & technology via Twitter. Fire up your imagination: http://bit.ly/9ouo1i
twitter,iverodz,"The @whitehouse is looking for Grand Challenges in science and technology, via Twitter. Fire up your imagination: http://bit.ly/9ouo1i"
twitter,NowPublic,Grand Challenges Twitter Feedback: Tweet Your Ideas @whitehouse http://bit.ly/bJY1PI #NowPublic #News
twitter,Catmandudu,@whitehouse Cheap as dirt desalinization plants for the thirsty world. #whgc
twitter,farhanvsgnk,Mantap ni! @whitehouse bikin sayembara science & technology via Twitter  http://bit.ly/9ouo1i (via @twitter)
twitter,ezwages,nuclear power and electric cars across the land...we should only need oil for lubrication.@whitehouse #whgc
twitter,Profparker,"@whitehouse reverse engineer the human brain (I know already an NAS grand challenge) @cipher3d 
nice one henry #whgc"
twitter,threeparts,@whitehouse Grand Challenges? How about making sure everyone in your country can feed themselves before wasting more money in space? #whgc
twitter,NastyNR,@whitehouse:How bought fix the economy and create more jobs and help those that deserve it and work hard instead of just the rich
twitter,aarronbittick,"@whitehouse how about a nationwide 4G contract with @sprint, this way we have broadband data coverage for PCs everywhere"
twitter,bigmir63,"@kimmoonsoo1 ê³µë¶€ì¤‘
ì´ì‹œë¼ë‹ˆ ì°¸ê³ í•˜ì…¨ìŒ..The @whitehouse is looking for Grand Challenges in science and technology, via Twitter Firehttp://bit.ly/9ouo1i"
twitter,Geeklinger,"@whitehouse Respect the true definition of science--make its progress a friendly, international effort, and avoid progress for its own sake."
twitter,glh92,@whitehouse Invest in our space program so that we can go beyond Low Earth Orbit and explore more of the solar system before 2050 #whgc
twitter,poorservant,@whitehouse My #whgc: What weapon can be developed and given to unborn babies to protect them from being ripped apart by abortionist tools?
twitter,dougdagger,"@whitehouse Develop fusion reactor before 2050. #whgc (via @glh92) Yeah, I like how you think."
twitter,tweeting_man,"@whitehouse
Trees that take in multiples of C02
Interactive rooms
Auto-driving cars
Better roads
US express train"
twitter,glh92,@whitehouse Develop fusion reactor before 2050. #whgc
twitter,glh92,@whitehouse Send humans to Mars. Set up a permanent presence on the red planet by the year 2025-2035. #whgc
twitter,curonic,"The @whitehouse is looking for Grand Challenges in science and technology, via @twitter. Fire up your imagination: http://bit.ly/9ouo1i"
twitter,aarronbittick,@whitehouse or how about making the FDA and drug companies give away needed medicine for free
twitter,Mainesailor,"@whitehouse clean, plentiful water around the world. Erradicate cancer. And next year star trek transporters #whgc"
twitter,aarronbittick,"@whitehouse or how about the government  gives utilities to everyone, and cover it with taxes"
twitter,aarronbittick,@whitehouse or helping Toyota with their issues like you helped GM
twitter,glh92,@whitehouse Invest in alternative energy sources. Invest in nuclear energy. Invest in electric vehicle technology. #whgc
twitter,mysteryoftime,@whitehouse (Safe way to create anti-mater) Orbit the sun and utilize the intense nuclear power to auto harness abundant supp. in the vac.
twitter,Portension,Grand Challenges Twitter Feedback: Tweet Your Ideas @whitehouse http://ow.ly/173k2d
twitter,gabe0949,@whitehouse visit krugacleanenergy.com for power clean energy products and stay green
twitter,magnify,YouTube - Tell the @whitehouse What Grand Challenges in Science & Tech We Should Focus On! http://bit.ly/bA3JEX
twitter,aarronbittick,"@whitehouse how about making moon colonization happen, rather than a possibility"
twitter,denitiajaleel,"The @whitehouse is looking for Grand Challenges in science and technology, via @Twitter. Fire up your imagination: http://bit.ly/9ouo1i"
twitter,thomaspmsheehy,@whitehouse Invest in space based solar power for energy security and national security #whgc
twitter,lovingsgirl,"RT @twitter The @whitehouse looking for Grand Challenges in sci and tech, via Twitter. Fire up your imagination: http://bit.ly/9ouo1i"
twitter,lovings,"RT @twitter The @whitehouse looking for Grand Challenges in sci and tech, via Twitter. Fire up your imagination: http://bit.ly/9ouo1i"
twitter,AnotherBros,@whitehouse turn off space program & divert spending to well drilling in countries w/o clean water. Let's try the science of prioritizing.
twitter,twitt3rnews,Grand Challenges Twitter Feedback: Tweet Your Ideas @whitehouse http://ow.ly/173kMT
twitter,aarronbittick,"@whitehouse instead of wasting $ chasing pot, legalize it, tax it, help boom economy by %30. Just saying LOL"
twitter,NowPublic,Grand Challenges Twitter Feedback: Tweet Your Ideas @whitehouse http://bit.ly/c1EIqH #NowPublic #News
twitter,glh92,"@whitehouse Eradicate Cancer, Parkinson's and Alzheimer's by 2045-2050. Make it a goal to defeat disease. #whgc"
twitter,glh92,"@whitehouse Set up permanent colonies on the Moon, Mars, and then set goal to go beyond our solar system by 2060-2100. #whgc"
twitter,Catmandudu,@whitehouse Solar powered Star Trek replicators to feed the world.  #whgc
twitter,provirtual,RT @twitter: @whitehouse is looking for Grand Challenges in science - technology via Twitter. Fire up your imagination http://bit.ly/9ouo1i
twitter,poopaltar,.@whitehouse I would like to find Newt Gingrich's brain #whgc
twitter,captic,. @whitehouse looking for Grand Challenges in #science & tech. Tweet your ideas http://bit.ly/-Q90 MT @teachtgs @ErnieEaster
twitter,mysteryoftime,@whitehouse Develop a new physics based propulsion system that enables exponetial efficiency and power for space travel.
twitter,vaporware,Grand Challenges Twitter Feedback: Tweet Your Ideas @whitehouse: Grand Challenges Twitter FeedbackThe White House ... http://bit.ly/d35FgE
twitter,vaporware,Give @whitehouse your Feedback on Grand Challenges in Science & Tech!: read more http://bit.ly/c1ibqp
twitter,KalispellWired,"RT @twitter: ""The @whitehouse is looking for Grand Challenges in science and technology, via Twitter. Fire up..."" http://bit.ly/9ouo1i"
twitter,71mmy,"twitter: The @whitehouse is looking for Grand Challenges in science and technology, via Twitter. F..  via @YoTwits #twitter"
twitter,CindieLou,Link from my incomplete retweet (via @whitehouse)  http://bit.ly/c10Om3  #whgc Grand Challenges in sci & tech
twitter,vanishingpoint,"RT @twitter: The @whitehouse is looking for Grand Challenges in science and tech, via Twitter. Fire up your img: http://bit.ly/9ouo1i"
twitter,suhrmesa,Equation of Ignorance: http://bit.ly/aYKGl0 = http://bit.ly/_dumb _ @heytammybruce #p2 #tcot #sgp #left #obama @whitehouse #usatoday
twitter,QB3,@whitehouse is looking for your big idea.  http://promo.aaas.org/expertlabs/grandchallenges.html #whgc
twitter,sarasotabarbie,"@whitehouse #whgc a SpaceStation with living walls-grow food, filter + enrich air-beautiful green space 4 long term space travel occupants"
twitter,BrettRB,"@whitehouse #whgc Consciousness, Non-terrestrial settlements, extra-terrestrial life, fix gravity errors according to the voyager probes"
twitter,sarasotabarbie,"@whitehouse #whgc an oldie, but a goodie - TERRAFORM MARS, BABY!!"
twitter,RVnGrammy,RT @ev RT @mathowie: @whitehouse I'd like to see a 100mpg Truck/SUV (should be possible with biodiesel and hybrid (cont) http://tl.gd/rg8l2
twitter,sarasotabarbie,@whitehouse #whgc a way to capture and store water from floods so that it can be delivered to areas of drought - kill 2 birds with 1 stone
twitter,paulbeard,@whitehouse An Earth Program akin to Space Program of 50 yrs ago. Invest in energy generation/storage/transmission/conservation #whgc
twitter,redco2012,"@whitehouse How about a quest to return America to greatness, as opposed to the path we're on now? Just a thought! #whgc"
twitter,sarasotabarbie,"@whitehouse #whgc wireless power - trash The Grid - a power network that is not vulnerable to attack, solar flare, decay, and doesn't leak"
twitter,lreyzin,@whitehouse a method for reliably doubling the average lifespan of a mouse: would certainly increase our understanding of human health #whgc
twitter,jeffkart,@whitehouse I'd like to see a 100mpg Truck/SUV (should be possible w biodiesel and hybrid tech) as an engineering challenge. /via @mathowie
twitter,punkseed,@whitehouse Solar - best choice  #whgc
twitter,hyperpape,.@whitehouse My grand challenge is photoshopping pictures of Bush and Obama to represent how badly O has betrayed civil liberties.
twitter,BrettRB,@whitehouse #whgc A free to play MMO game available online where people play to solve world problems in a fun and entertaining environment
twitter,captic,"Grand Challenges in Science & tech: Think BIG & reply w/your idea before April, 16 http://bit.ly/-Q91 @whitehouse #whgc"
twitter,ShaunaCausey,"Interesting: The @whitehouse is looking for your ideas in science & tech, via Twitter: http://bit.ly/9ouo1i (via @Twitter)"
twitter,richardfrancis,Let's make it happen RT @ev: RT @mathowie: @whitehouse I'd like to see a 100mpg Truck/SUV (should be possible (cont) http://tl.gd/rgajt
twitter,sarasotabarbie,@whitehouse #whgc space elevator
twitter,soulfulmess,âœ RT @mathowie: @whitehouse I'd like to see a 100mpg Truck/SUV (should be possible with biodiesel and hybrid tech)... http://bit.ly/dDg7Hg
twitter,soulfulmess,âœ RT @mathowie: @whitehouse I'd like to see a 100mpg Truck/SUV (should be possible with biodiesel and hybrid tech)... http://bit.ly/9F1yIQ
twitter,humblefool,"@whitehouse what else but Mars? (Well, I suppose that permanent near-earth space stations are also Good Things.)"
twitter,ghsfr33d0m,. @whitehouse -Virtualization of minds to eliminate the paradigm of scarce resources. I call dibs on first grant http://bit.ly/b1Fyq9 #whgc
twitter,Somba001,There has to be a better way for people to use portable oxygen @whitehouse
twitter,quantumquinn,@whitehouse Going to mars or a nearby asteroid and setting up a colony (could do some cool stuff with inflatables) would be amazing! #whgc
twitter,mnoreen,@whitehouse I'd like to see a 100mpg Truck/SUV (should be possible with biodiesel and hybrid tech) as an engineering chall ... (via @ev)
twitter,glh92,"@whitehouse Honor NASA's goals and make them a reality. Improve our planet, explore the stars, and inspire Americans to higher dreams. #whgc"
twitter,ericstandlee,@ginatrapani @whitehouse do we tweet GCs with #whgc ?
twitter,iHawk,@whitehouse: As a engineer with a Ph.D. for 20 years I am concerned about a missing generation of engineers to take over.
twitter,soulfulmess,âœ RT @mathowie: @whitehouse I'd like to see a 100mpg Truck/SUV (should be possible with biodiesel and hybrid tech)... http://bit.ly/dcoWzO
twitter,thatdonwood,@whitehouse Replace all our domestic coal power plants with renewable sources. #whgc
twitter,borroff,"Frankly, I think @whitehouse is thinking too small with their ""grand challenges"": http://bit.ly/aiJrQW  Some of these might be &lt;10 yrs out."
twitter,iHawk,"@whitehouse: So I am excited to see the grand challenges, something like the space program that inspired me to become an engineer."
twitter,THSEA,"Interesting: @whitehouse is looking for your ideas in science & tech, via Twitter: http://bit.ly/9ouo1i (via @Twitter) /via @ShaunaCausey"
twitter,paradoxiq,"@whitehouse Sustainable energy independence. It addresses national security, economic, environmental, and moral issues."
twitter,mcarneybsa,@whitehouse How about a clean energy grid? Realistically we wont be getting to another life sustaining world before we screw this one up...
twitter,MarkoZMuellner,"Interesting: The @whitehouse is looking for your ideas in science & tech, via Twitter: http://bit.ly/9ouo1i (via @ShaunaCausey)"
twitter,jpm25,RT @ev: RT @mathowie: @whitehouse I'd like to see a 100mpg Truck/SUV as an engineering challenge &lt;- engineering problem or production prob?
twitter,nobleday,@whitehouse how about a cure for #multiplesclerosis and #sjogrens syndrome !!! There's a challenge in science.
twitter,soulfulmess,âœ RT @mathowie: @whitehouse I'd like to see a 100mpg Truck/SUV (should be possible with biodiesel and hybrid tech)... http://bit.ly/alg8NI
twitter,jamestsanders,@whitehouse Next Apollo Project!!!
twitter,shig23,Dear @whitehouse: All I want for the #whgc is a programmable self-replicating molecular nanoassembler. OK I love you buhbye.
twitter,mkhaund,"The @whitehouse ""wants to identify Grand Challenges in science and technology to inspire a new era of innovation"" http://bit.ly/daAXsH"
twitter,cedarf,@whitehouse change food production so that nutritious and delicious food is cheaper than the processed junk available today
twitter,norsedog,"@whitehouse - 
  
End the wars on drugs, in Iraq and Afghanistan. Bring the troops home and reduce defense spending by 50%"
twitter,Bigred138,"RT @twitter: The @whitehouse is looking for Grand Challenges in STEM, via Twitter. Fire up your imagination: http://bit.ly/9ouo1i"
twitter,rogerwyatt,Grand Challenges Twitter Feedback: Tweet Your Ideas @whitehouse: Grand Challenges Twitter FeedbackThe White House ... http://bit.ly/bClFjR
twitter,TritiaPOCCI,So what do you think about the folks @expertlabs and the @whitehouse http://bit.ly/GRAND_CHALLENGES idea?
twitter,zepfanman,"Get ready to tell @whitehouse what our next big technological achievement should be, here on Twitter http://bit.ly/9Skuxk RT @ginatrapani"
twitter,MelisaS,"RT @ShaunaCausey: Interesting: The @whitehouse is looking for your ideas in science & tech, via Twitter: http://bit.ly/9ouo1i (via @Twitter)"
twitter,tweetlounge,"twitter: The @whitehouse is looking for Grand Challenges in science and technology, via Twitter. F..  via @YoTwits #twitter"
twitter,anytweet,"twitter: The @whitehouse is looking for Grand Challenges in science and technology, via Twitter. F..  via @YoTwits #twitter"
twitter,colegleason,"@whitehouse Build an An â€œexascaleâ€ supercomputer, then use it to do all the other great stuff.  #whgc"
twitter,expertlabs,RT @twitter: The @whitehouse is looking for Grand Challenges in science and technology. Fire up your imagination: http://bit.ly/9ouo1i
twitter,LynnBowker,"Ahahaha. Yes, plz do! RT @achambe: @whitehouse my grand challenge is to figure out how to pay off our debt. Step one, tune into Dave Ramsey."
twitter,nickdemartino,The @whitehouse is looking for Grand Challenges in science and technology. Fire up your imagination: http://bit.ly/9ouo1i
twitter,SunaG,@whitehouse is asking for Grand Ideas from the public for science & tech.  #robbietherobotforeverycitizen http://bit.ly/avvX2W
twitter,Rosy9663,"@whitehouse For me the major challenges are to complete DNA sequenzing and solar- and wind-energy, renewable energy. I'm from Germany though"
twitter,matthewgevans,"@whitehouse Internet everywhere, fastest in the world. #whgc"
twitter,miguelfc,"RT @twitter: The @whitehouse is looking for Grand Challenges in science and technology, via Twitter. Fire up your (cont) http://tl.gd/riqk9"
twitter,SanderKwg,The White House (@whitehouse) is crowdsourcing scientific challenges: http://bit.ly/b1Fyq9 #whgc
twitter,fooljay,@whitehouse Develop technology for affordable conversion of 100% of all waste into usable energy http://nyti.ms/bHET7c (cf. Back2TheFuture)
twitter,soulfulmess,âœ RT @mathowie: @whitehouse I'd like to see a 100mpg Truck/SUV (should be possible with biodiesel and hybrid tech)... http://bit.ly/c0CAVA
twitter,JohnnyFlash71,@whitehouse Solar Power on all homes #whgc
twitter,GraduateCentre,"The @whitehouse is looking for Grand Challenges in science and technology, via Twitter. Fire up your imagination: http://bit.ly/9ouo1i"
twitter,srikarlovesmanu,"twitter:The @whitehouse is looking for Grand Challenges in science and technology,via Twitter.Fire up your imagination: http://bit.ly/c3v7h6"
twitter,soulfulmess,âœ RT @mathowie: @whitehouse I'd like to see a 100mpg Truck/SUV (should be possible with biodiesel and hybrid tech)... http://bit.ly/aEMPbY
twitter,reezvaan,"RT The @whitehouse is looking for Grand Challenges in science and technology, via Twitter. Fire up your imagination: http://bit.ly/9ouo1i"
twitter,shamsensei,"RT @twitter @Whitehouse is lookin4 Grand Challenges in science and technology,via Twitter. Fire up your imagination: http://bit.ly/9ouo1i"
twitter,whatdoiknow,@whitehouse Eradicate cancer #whgc
twitter,whatdoiknow,"@whitehouse Teach the children to tinker.  Exploring, curious minds will solve the problems listed here, and thousands more #whgc"
twitter,soulfulmess,âœ RT @mathowie: @whitehouse I'd like to see a 100mpg Truck/SUV (should be possible with biodiesel and hybrid tech)... http://bit.ly/9NaLSX
twitter,andrewparmley,@whitehouse modify the National Broadband Plan to 100Mbps and move the completetion date goal to 2015
twitter,DashEaves,"@whitehouse Energy Revolution, see today's NYT article abt converting waste to energy, and NPR's story this week on super adobe houses #whgc"
twitter,Madreflections,"@whitehouse Don't forget Mars! Great scientific discoveries await! Also, space exploration is the logical next step! #whgc"
twitter,alvasrawuther,@whitehouse How about trying to repair or reconstruct the Ozone layer to reduce or prevent the effects caused by Global Warming ? #whgc
twitter,cwooddy,@whitehouse take care of the people today so we can have a tomorrow.
twitter,JWFoxJr,"@whitehouse Apollo Program - definately, there is so much more that we can do to explore space. #whgc"
twitter,bac_minh,@whitehouse The bidding process must change to get the best high tech equipment
twitter,twitdude,"@whitehouse #whgc Grand Challenge - Do what is best for humanity; not religion, not political party, nor what will get ""me"" re-elected."
twitter,twitdude,"@whitehouse Grand Challenge - Do what is best for humanity; not religion, not political party, nor what will get ""me"" re-elected."
twitter,karisch,@whitehouse Apollo program
twitter,NicoMcLane,What should the United States' next greatest technological and scientific achievement be? http://tinyurl.com/yysk5l3 or follow @whitehouse
twitter,aardrian,".@whitehouse Go to the moon, then Mars. Why? See @neiltyson explain why at http://youtu.be/RQhNZENMG1o #whgc"
twitter,aardrian,"@whitehouse Go to the moon, then Mars. Why? See @neiltyson explain why at http://youtu.be/RQhNZENMG1o #whgc"
twitter,jstogdill,"Hi @whitehouse, amazed to see that H2 fusion isn't even listed under grand challenges. Figuring it out is critical to our way of life."
twitter,charazero,This world needs saving b4 we move on into space further.  Can our society conquer all  addictions w help from  sciences?  @whitehouse #whgc
twitter,notalawyer,"@whitehouse #whgc True net neutral broadband access for all. Like electrification, it will allow all to learn, compete, and contribute"
twitter,jhilker,@whitehouse @BarrackObama #whgc Obama's greatest Challenge recreate and restore the enthusiasm of #Obama's election.
twitter,LordOphidian,@whitehouse Space! We need to have a good target in space (Mars) in order to drive the tech development that will filter down.
twitter,chickenfeet2003,@whitehouse How about universal free health care?
twitter,JeNeSuisPasDave,@whitehouse extremely long lived data storage -- thousands of years not tens of years
twitter,JeNeSuisPasDave,@whitehouse replacement for fossil fuel in airplanes
twitter,JeNeSuisPasDave,@whitehouse asteroid defense
twitter,Catmandudu,@whitehouse A Mars colony owned by all nations might five us a little perspective on living together. #whgc
twitter,johncusack,@whitehouse HTTM
twitter,TwitWalk,@whitehouse #TwitWalk #walking
twitter,martz,@whitehouse Space Elevator related technology
twitter,Tammy_Cho,"@whitehouse  I am CEO of B the B, ltd in Seoul, Korea.  I am interested in making new industries."
twitter,realdawnsummers,@whitehouse Cure cancer. #whgc
twitter,davidad,@whitehouse Strong AI. #whgc #singularity
twitter,CeebeeBarron,@whitehouse Educate to demystify computer technology â€“ to get many more highly creative non-specialists like Steve Jobs comfortable with it.
twitter,CeebeeBarron,"@whitehouse To get women to study computer science, show them its historical core coupled with linguistics and logic, not just mathematics."
twitter,derekslenk,@whitehouse next apollo program!
twitter,eth3,"@whitehouse #whgc A secure mobile os, based on small human checkable and mathematically proved building blocks and defence in depth."
twitter,boguta,@whitehouse a challenging problem is the study of U235 in a laser field. This is the aim of my nuclear theory study.
twitter,TALlama,@whitehouse a manned mission to mars. #whgc
twitter,blackwidow222,"@whitehouse investing MORE in EDUCATION, teachers stopped caring, better paychecks might give us better teachers"
twitter,Wyndark,@whitehouse or if you want a real challenge how about ending poverty in AMERICA!!!!!!!! We can't fix world issues until we fix ours FIRST!
twitter,xoff00,@whitehouse Upgrade the Nation's power infrastructure to support green and intelligent charging of all electronics! #whgc
twitter,TALlama,"@whitehouse high speed rail connecting our major cities, and a lot of the minor ones, too."
twitter,CisopSixpence,@whitehouse It would be a good idea to stop raising the spending limit. #whgc
twitter,tangentfairy,@whitehouse The US also needs to be THE FIRST to come up with the best type of green energy (and that doesn't include nuclear). #whgc
twitter,Tj30,@whitehouse legalization taxation and regulation of marijuana!
twitter,iowakyjotex,@whitehouse  grand chalange should be stoping goverment from wasteing all our money!period!
twitter,TALlama,@whitehouse reforming congressional rules so they make some sort of sense #whgc
twitter,blackwidow222,@whitehouse obviously the economy and jobs! HIGHER taxes for companies who outsource
twitter,jimjanradio,"@whitehouse #whgc Cut spending DRASTICALLY, and pass the #Fairtax #teaparty"
twitter,tangentfairy,"@whitehouse The US needs to stand for human rights, distance itself from war,&support Fairly traded ideas and projects #whgc"
twitter,Drkaczs,@whitehouse how about oil company reform and gas price fixing
twitter,onelightstand1,@whitehouse create a CCC or WPA kind of program to help people have income and something positive for the nation and themselves. NOW!!!!
twitter,gospodyina,"@whitehouse Update copyright law, or at least get orphan works figured out. It's a relatively little idea for a grand challenge. #whgc"
twitter,TALlama,@whitehouse a computer for every kid in middle and high school #whgc
twitter,NcNhDC,@whitehouse - public & higher education. can do nothing more to benefit the US than to ensure we're raising the next gen of innovators
twitter,ecocruzr,@whitehouse End the Fed! Save our dollar! #whgc
twitter,smcnichol,@whitehouse significent investment in high speed rail on the scale of the Interstate system. Put thousands to work & improve transportation.
twitter,TALlama,"@whitehouse a national smart grid connected to non-emitting power sources: nuclear, solar, etc. #whgc"
twitter,Shilohbloo,"@WhiteHouse People know the truth. We are reading ""Whites, Blacks, and the Racists Democrats"", all facts about the true racism of the dems."
twitter,JockeHolmstrom,@whitehouse Climate Change!
twitter,mattgraham79,@whitehouse for America to become #debt free #tdrs
twitter,Rememberandhope,"@whitehouse make schools safer for all kids and reduce teen suicide rates, pass the student-non discrimination act #whgc #dayofsilence"
twitter,CosmUnity,"@whitehouse Put on to-do list: Study www.vivant.org Go for smaller efficient government, and great modern social security structure for all."
twitter,duvallgeek,"@whitehouse Bringing low cost broadband to rural areas.  To allow many people to explore what ""the city"" is using on a day to day basis."
twitter,TALlama,"@whitehouse 100% fiber-speed internet penetration. Wireless, if possible."
twitter,Zymu,"@whitehouse ""What Grand Challenge..?"" we need nuclear power plants."
twitter,Wyndark,@whitehouse an international moonbase and a manned mission to Mars
twitter,bindery,"@whitehouse Affordable higher education for all American students, to build a better Future."
twitter,xaviersythe,@whitehouse Continue space exploration! Put people on Mars! Stop climate change! #whgc
twitter,majarater,@whitehouse Why bother! You ignore it anyway!!
twitter,dreambig313,"RE:|@whitehouse #job creation in poor areas since its more of us 
---------- 
whitehouse: What Grand Challenge should"
twitter,cjcorrigan,@whitehouse financial reform for not only home owners but renters as well.
twitter,cazorlaonline,@whitehouse lo que veo que el gobierno teme que se den las primarias en Barinas porque  los barineses salgan en forma masiva a votar...
twitter,RebellionisGood,@whitehouse Grand challenge? Getting government out of where it does not belong and stop pols from using taxes as their persl bank account
twitter,JoeMiechowicz,"@Whitehouse we make the U.S. Senate to be 50% Female to equally represent the two genders created by God, just sayin,... :)"
twitter,RobMyers1968,"@whitehouse a huge stimulus on roads, bridges and all infrastructure!"
twitter,wildmonky,@whitehouse Go to the moon and THEN mars! Learn to walk before you can run. #whgc #nasa
twitter,tangentfairy,"@whitehouse The US needs to look after its agriculture,become more sustainable,especially in the area of organic food #whgc"
twitter,brett_ferguson,@whitehouse fixing health care reform. #hcr
twitter,BIGSeanM,@whitehouse Education and immigration.  We HAVE to improve our education system in our country and we have to provide a path to citizenship.
twitter,thetrudz,@whitehouse Nothing will make me happier than lower unemployment. It is especially high in minority communities. #whgc
twitter,SpringWolf,@whitehouse What Grand Challenge should be addressed? How about keeping Ams. in their homes! 1 in 10 are being helped? Unexceptable!! #whgc
twitter,SashaHalima,What Grand Challenge should be on our Nation's to-do list? Reply w/your idea now! http://bit.ly/dy9fkL #whgc via @whitehouse
twitter,ProofTweets,What Grand Challenge should be on our Nation's to-do list? Reply w/your idea now! http://bit.ly/dy9fkL #whgc via @whitehouse
twitter,JobelovesJBieb,@whitehouse follow back
twitter,rugcernie,@whitehouse Immigration Reform!
twitter,candyknick,@whitehouse Providing families affected by autism answers to causation by funding research by completely unbiased parties!
twitter,TonKSNK,@whitehouse Really help struggling Americans stay in their homes instead of creating useless programs that banks laugh at. Seriously. Do it.
twitter,lotusnes,"@whitehouse Education overhaul!Bring back music,art and recess.Pay teachers more and 2 teachers in classes of 25 students or more. Kids 1st!"
twitter,webdes03,@whitehouse #whgc Much needed overhaul of our nations Air Traffic Control systems; many haven't been upgraded since they were installed
twitter,jaredcormier,@whitehouse #whgc nation-wide completely automated and modular rapid transportation system
twitter,mikeydangerous,"Okay everyone, sign up on Twitter if only for the White House Grand Challenge. Follow @whitehouse and answer their... http://bit.ly/cZ6mx7"
twitter,veronicajill,@whitehouse Develop a craft to replace the Space Shuttle so we can continue to be a leader in space exploration.
twitter,Unikah_Longino,@whitehouse there should be a law against employers discriminating people if they have a criminal record.
twitter,paulblackman,@whitehouse Time for America to go metric.  Aim to sign by 10/10/10. #whgc
twitter,justingroen5,@whitehouse Jobs
twitter,jjmartin,@whitehouse #whgc  current transportaion lose the security theater and hassle and implement real security that doesn't hamper travellers
twitter,dnld_nrmn,@whitehouse #whgc end childhood obesity & build a comprehensive healthy food policy.
twitter,livedeified,@whitehouse legalize marijuana
twitter,1952Gibson,"RT @Care_Aware The @whitehouse is looking for Grand Challenges in science & tech, via Twitter-Fire up your imagination: http://bit.ly/9ouo1i"
twitter,DontGimmeNoLip,@whitehouse Welfare Reform. Quarterly random drug test. A cap on how many kids will be covered. If they exceed the # of kids cut them off.
twitter,jjmartin,@whitehouse #whgc I'd like to see a network of cheap clean rapid transit  available to the country.  Trains from LA to NY in 8-10 hours.
twitter,22-Nov,"@whitehouse get the high school drop outs back in school & on to college, show youth & adults how to get free money for college"
twitter,ShabdSingh,@whitehouse If you want to save money on health care. Push in the direction of preventative care.
twitter,livegreenordie,"@whitehouse Homelessness - Better solutions to target homelessness: Municipalities progress reports, mandatory documentation/implementation"
twitter,paulette_rowell,@whitehouse ways to GO GREEN in businesses around the states and to reclaim energy used...not recycle...
twitter,gmryan71,#whgc stop the depletion of the Ogallala Aquifer (RE: @whitehouse What Grand Challenge should be on our Nation's to-do list?)
twitter,HartDanger,What Grand Challenge should be on our Nation's to-do list? Reply w/your idea now! http://bit.ly/dy9fkL #whgc /via @whitehouse
twitter,jjmartin,"@whitehouse #whgc I'd like to see fast broadband available to every home in america as easily as telephone, electricity and clean water are."
twitter,BPWn,"@whitehouse increased benefits for veterans.  i dont even know anyone in the militarty, but they earned it. #whgc"
twitter,bubbadog1,@whitehouse Energy independence!!!
